Protein	Description_From_FASTA	T11	T12	T13	T14	T21	T22	T23	T24	T31	T32	T33	T34	T41	T42	T43	T44	T51	T52	T53	T54
tr|A0A096YID1|A0A096YID1_BURTA	Glutaredoxin OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=grxC PE=3 SV=1	1.299040014	1.390075872	1.348671692	4.358296796	1.123471075	1.289979235	1.188399947	1.08047024	0.573436443	0.436828178	1.469789148	0.738147654	0.391486045	0.294351754	0.731798802	0.453424115	0.523580057	0.446568606	0.378336676	1.404273536
tr|A0A096YIE9|A0A096YIE9_BURTA	Aminotransferase class-III family protein OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=DR63_830 PE=3 SV=1	0.330863167	0.339674652	0.270599871	0.250351025	0.592664499	0.522481348	0.603436904	0.631018998	1.23295993	1.076577275	1.402817931	0.913473117	1.185404947	1.4038895	1.618877238	1.190977522	1.410133402	1.166536314	1.15515316	1.285954524
tr|A0A096YIF0|A0A096YIF0_BURTA	Serine--tRNA ligase OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=serS PE=3 SV=1	1.400317841	1.328809419	1.304064223	1.563476022	1.154574035	1.261380422	1.238683415	1.170204819	0.887419094	0.782520114	0.827537231	1.017430389	1.085679734	0.881910404	0.988329057	1.023439898	0.934121152	1.116260516	1.056838586	0.903474393
tr|A0A096YIF6|A0A096YIF6_BURTA	Aldehyde dehydrogenase family protein OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=DR63_61 PE=3 SV=1	0.309823902	0.381782641	0.337537682	0.339155976	0.624998385	0.510034274	0.644987213	0.542359318	1.066255032	1.202500204	1.335074945	1.284453628	1.5043277	1.296099569	1.245327218	1.516388645	1.219968659	1.460948267	1.470306597	1.160730631
tr|A0A096YIF9|A0A096YIF9_BURTA	Uncharacterized protein OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=DR63_1442 PE=4 SV=1	6.428468242	1.779078484	5.172516105	1.758275942	1.737500324	3.314262513	5.161971608	1.191835417	0.968056666	4.072035062	0.733117748	1.542505077	2.81864044	0.569681228	0.657590541	2.210548986	0.344610318	2.868903689	4.03436448	0.694137772
tr|A0A096YIG2|A0A096YIG2_BURTA	Ketol-acid reductoisomerase (NADP(+)) OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=ilvC PE=3 SV=1	1.959060393	1.812914076	1.633720623	1.727517196	1.418180835	1.816166153	1.60028936	1.388658254	1.029767516	1.393996184	0.447452824	1.292695979	1.082588964	0.899195613	0.896178244	1.077850589	0.800447634	1.025343795	1.095575183	0.834207826
tr|A0A096YII7|A0A096YII7_BURTA	Bifunctional protein GlmU OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=glmU PE=3 SV=1	0.650056393	0.892313179	0.599960636	0.837253812	1.007876408	0.8096308	0.931468709	0.918158484	1.012371445	1.157190901	1.575617496	1.137226151	0.833839974	1.042465028	0.986948406	0.79109878	0.94649121	0.738978729	0.776704149	1.069958545
tr|A0A096YII8|A0A096YII8_BURTA	SpoU rRNA Methylase family protein OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=DR63_282 PE=4 SV=1	2.363731765	0.952464014	1.187498803	2.371617138	3.850962917	1.909498523	1.825274304	0.852452453	1.849853337	1.538845897	3.511035827	2.087969466	0.781751315	2.299397814	2.24919595	2.297621887	2.729532126	2.124928103	2.026764648	4.185819408
tr|A0A096YII9|A0A096YII9_BURTA	2-oxoisovalerate dehydrogenase subunit beta OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=bkdA2 PE=4 SV=1	0.790968613	1.104019859	0.942284727	0.608658119	2.567854949	0.889431976	1.283348195	3.407536895	2.864221498	1.522865519	3.701679142	1.669397524	1.749775689	5.162058725	5.146775076	1.758798974	5.525527299	2.368637789	2.222488221	7.7829986
tr|A0A096YIJ5|A0A096YIJ5_BURTA	Pirin family protein OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=DR63_2496 PE=3 SV=1	0	0.357143817	0.087468587	0.401830903	0.396779744	0.109446063	0.043522169	0.311066532	0.585854141	0.063058101	1.235938428	0.265925117	0.06920401	0.610883454	0.618071451	0.082122665	0.67412403	0.059489935	0.05955654	0.700303703
tr|A0A096YIL1|A0A096YIL1_BURTA	ATP synthase subunit beta OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=atpD PE=3 SV=1	1.499857899	2.048902348	1.459193353	1.716192537	1.363516485	1.091572765	1.036043014	1.367191399	1.063916952	1.013392946	1.010566158	0.958424378	0.846412791	1.023938693	0.951971821	0.802944467	0.907993215	0.863377942	0.840875397	1.076242954
tr|A0A096YIL5|A0A096YIL5_BURTA	Putative dhha1 domain protein OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=DR63_377 PE=4 SV=1	0.288303429	0.639939686	0.371040421	0.485927585	1.166560943	0.369800162	0.626165009	1.118162069	1.070625625	0.860695418	0.503991016	0.838722359	1.356090707	1.310908475	1.497690099	1.223234222	1.547693895	1.343141678	1.397356457	1.623863341
tr|A0A096YIL6|A0A096YIL6_BURTA	Phosphoglucosamine mutase OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=glmM PE=3 SV=1	1.677339804	1.161096959	1.647836935	1.322113505	1.135658852	1.597007028	1.542896269	1.083046468	0.720622776	1.028991635	1.488524416	1.476219668	0.962574233	0.688038875	0.728162081	1.042242776	0.527650355	0.891970555	0.994785883	0.76707482
tr|A0A096YIL7|A0A096YIL7_BURTA	Lysine-arginine-ornithine-binding periplasmic family protein OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=DR63_1331 PE=3 SV=1	0.203212583	0.375532069	0.254129868	0.372990836	0.727896454	0.455654674	0.556827765	0.723696052	0.868548199	0.623285664	0.950761077	0.684890627	1.625574949	2.372366495	2.589753717	1.692884325	5.171392618	3.122985584	2.985974851	3.748495896
tr|A0A096YIR0|A0A096YIR0_BURTA	YceI-like domain protein OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=DR63_1071 PE=3 SV=1	0.60386057	0.613074636	1.009045218	0.35959764	0.484058021	0.827978252	0.871412252	0.645011784	0.71192749	0.771766164	1.113429446	0.633241199	1.153181929	0.744193496	0.654677939	1.069844882	0.747776877	1.106225973	1.242710541	0.780595632
tr|A0A096YIR2|A0A096YIR2_BURTA	Uncharacterized protein OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=DR63_3059 PE=4 SV=1	0.403228136	0.988824992	0.732163474	1.154040871	1.169158502	0.879887463	1.095744125	1.70764843	1.238110426	0.860070903	1.107380275	1.067012034	0.589265286	0.882598209	1.080982945	0.514258592	0.904644147	0.319828028	0.47712097	0.957323089
tr|A0A096YIR8|A0A096YIR8_BURTA	Lipoyl synthase OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=lipA PE=3 SV=1	0.964198148	1.56699687	1.00996148	1.508089542	0.931759569	0.918467379	0.993962104	1.328865324	0.830951353	0.647535413	0.930219981	0.782753999	0.127971747	0.294005554	0.215531359	0.170709653	0.169406067	0.113280998	0.149614474	0.256023515
tr|A0A096YIS7|A0A096YIS7_BURTA	Transcriptional repressor NrdR OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=nrdR PE=3 SV=1	0.670938988	0.397265444	0.668227361	0.701372309	0.549674417	0.600929091	0.700434633	0.60797749	0.625132398	0.459130177	0.649261085	0.362081381	0.47492145	0.70698543	0.789954168	0.532889552	0.508061789	0.52701444	0.397119151	0.698363568
tr|A0A096YIS9|A0A096YIS9_BURTA	Patatin-like phospholipase family protein OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=DR63_341 PE=4 SV=1	1.772857532	0.999029709	1.253314323	2.156154162	0.632057766	1.190235327	0.98449911	0.879520396	1.023911791	1.506110859	1.891179941	1.691675533	1.591203867	1.067337309	0.946114197	1.493274396	1.12253364	1.823585124	1.63961672	1.082235667
tr|A0A096YIU1|A0A096YIU1_BURTA	Phenylalanine--tRNA ligase alpha subunit OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=pheS PE=3 SV=1	1.699245254	2.044848654	1.903293505	1.655632499	1.125042499	1.174960663	1.081182867	1.418541756	0.844981825	0.754015548	0.51996292	0.636146668	0.548880875	0.641005214	0.613121718	0.577614559	0.544019134	0.555359771	0.590573692	0.60898792
tr|A0A096YIV4|A0A096YIV4_BURTA	RNB domain protein OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=DR63_1170 PE=4 SV=1	2.272737649	1.329471984	1.935491899	1.306032687	1.322679	1.764201853	1.906766189	1.205601293	0.782711176	1.042719984	0.678283034	1.038508582	0.933040934	0.596993915	0.639048499	0.898411705	0.369188052	0.709849958	0.776195702	0.550575987
tr|A0A096YIV5|A0A096YIV5_BURTA	Isoleucine--tRNA ligase OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=ileS PE=3 SV=1	1.350179213	1.09147656	1.133164078	1.145015119	1.041648772	1.102684184	1.05719531	1.083531781	0.933471447	0.906435241	1.069664345	1.099721437	0.556065824	0.691863016	0.627725639	0.639795162	0.535273782	0.565420749	0.582595368	0.735934521
tr|A0A096YIW1|A0A096YIW1_BURTA	23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=rumA PE=3 SV=1	1.530554283	1.346920262	1.376395801	1.654965069	1.240236943	1.510840016	1.389495251	1.498272911	0.928109328	0.991795699	0.782920638	0.980608369	0.946900794	0.700157538	0.756679785	0.946500631	0.710324481	0.956421052	1.07159613	0.701193549
tr|A0A096YIW5|A0A096YIW5_BURTA	Uncharacterized protein OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=DR63_893 PE=3 SV=1	0.428080157	0.480442551	0.390313218	0.554871099	0.895929671	0.920813225	1.183359631	0.90126521	1.319503982	1.675828812	1.32560305	1.695320266	1.71141671	1.514980162	1.534360931	1.708939134	1.717020389	1.803782673	1.900304117	1.792222156
tr|A0A096YIW9|A0A096YIW9_BURTA	Ferredoxin--NADP reductase OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=fpr PE=4 SV=1	1.235656626	1.200022331	1.184503629	1.422926841	1.077378948	1.069187057	1.020880348	0.975352671	0.851959153	0.832866608	0.804814863	1.088390947	0.761600542	0.743607528	0.753739618	0.826145635	0.706097182	0.739397348	0.707770548	0.620310227
tr|A0A096YIX8|A0A096YIX8_BURTA	Glycerol kinase OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=glpK PE=3 SV=1	1.599725504	1.480986798	1.672702658	1.617734816	2.1663237	2.460487039	2.168249574	2.038176676	1.045695085	1.044403451	0.966960068	1.262284168	0.743777578	0.650161807	0.623467433	0.709488008	0.479937168	0.61921985	0.639894062	0.628618344
tr|A0A096YIZ2|A0A096YIZ2_BURTA	Large-conductance mechanosensitive channel OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=mscL PE=3 SV=1	0.401520408	0.540194141	0.484691178	0.246688635	0.735081919	1.048451768	0.990386559	0.654044253	1.617413209	2.072822845	0.575639077	1.625890587	3.703477386	2.81799165	3.311118488	2.863097264	3.095306689	3.419278061	2.975932612	2.736987455
tr|A0A096YIZ6|A0A096YIZ6_BURTA	Immunity 32 family protein OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=DR63_224 PE=4 SV=1	0.610818223	0.744935965	0.342969626	0.066186789	0.377434012	1.555857861	1.960568085	0.219747906	0.628543005	2.168293155	1.166519818	2.074079992	2.045696892	0.751236349	1.044569995	1.894556435	0.379589815	2.226868994	2.666184739	0.463199588
tr|A0A096YJ00|A0A096YJ00_BURTA	dTDP-4-dehydrorhamnose reductase OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=rfbD PE=3 SV=1	1.163394624	1.584258065	1.248084364	1.34491609	1.046929183	0.820088508	0.912875214	1.261833956	0.967279338	1.069892378	0.873146281	0.80835212	0.647110907	0.843412277	0.786536232	0.623289853	0.646024932	0.604602811	0.592885945	0.765068337
tr|A0A096YJ05|A0A096YJ05_BURTA	Enolase OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=eno PE=3 SV=1	0.967843769	0.993522364	1.042931777	0.859676035	1.012107189	1.44285224	1.260879055	1.385664825	1.63598709	1.99966187	0.825511808	1.594563643	1.576812745	1.405504447	1.47989217	1.54344985	1.469582111	1.46389753	1.503311883	1.31353243
tr|A0A096YJ07|A0A096YJ07_BURTA	Peptide deformylase OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=def PE=3 SV=1	1.710118074	2.060917702	1.755548199	1.282831533	2.415260663	2.098000554	2.261706561	2.255357561	1.044073135	1.022365548	0.385467833	0.847553655	1.218067658	1.024481848	0.924841235	0.952610915	0.739988651	1.125266987	1.091877075	0.970951301
tr|A0A096YJ10|A0A096YJ10_BURTA	Uncharacterized protein OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=DR63_1089 PE=3 SV=1	0.541177237	0.703816135	0.839785882	0.941303926	0.541646485	0.810308342	0.980555857	0.71789772	0.785006314	1.063791411	0.950103056	0.853114495	1.051466592	0.816758452	0.791010848	0.906384729	0.842156715	1.044830129	0.917775734	0.917766287
tr|A0A096YJ11|A0A096YJ11_BURTA	Uridylate kinase OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=pyrH PE=3 SV=1	1.720504694	1.387355886	1.826888514	1.370098893	1.105597602	1.62178464	1.419575485	1.055553966	0.856654693	1.346934005	1.002786492	1.055356923	1.026995823	0.714298057	0.692349268	1.04660214	0.709250924	1.022772498	1.125641012	0.804344153
tr|A0A096YJ21|A0A096YJ21_BURTA	Nickel import ATP-binding protein NikE OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=nikE PE=3 SV=1	0.51561572	0.359375215	0.256985908	0.761217013	0.580706983	0.645504811	0.564523892	0.48486249	1.004263068	0.621989491	1.470379157	0.466866764	0.967310235	1.783718473	1.685097402	0.829895623	1.445013381	1.174102017	1.24127104	1.476748929
tr|A0A096YJ23|A0A096YJ23_BURTA	Uncharacterized protein OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=DR63_2288 PE=4 SV=1	1.815105257	0.4179971	1.455378806	0.491687261	0.528552487	1.784794903	1.498435102	0.545585704	0.994496805	1.50200673	0.355058065	0.72120391	1.822503412	1.426067419	1.357612867	0.97236127	0.651382489	1.720645172	2.035802165	1.409640042
tr|A0A096YJ27|A0A096YJ27_BURTA	RNA-binding protein Hfq OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=hfq PE=3 SV=1	0.782583355	0.825406171	0.845456853	0.532063748	0.836293052	0.820943974	0.773548571	0.86651126	0.910131371	1.048299204	1.210254781	0.868477929	0.852873149	0.972693451	0.947282946	0.882876254	0.998429083	0.858721947	0.84894113	1.073614748
tr|A0A096YJ35|A0A096YJ35_BURTA	Adenylosuccinate synthetase OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=purA PE=3 SV=1	2.244739965	2.529685223	2.054803823	2.375711351	1.884366743	1.591215977	1.601096014	1.560392583	1.15741021	0.986430666	0.73728825	1.025042238	0.807175737	1.112652433	1.111405697	0.889150802	1.040084959	0.834072861	0.830196535	1.18516592
tr|A0A096YJ52|A0A096YJ52_BURTA	Elongation factor 4 OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=lepA PE=3 SV=1	0.87155067	1.084162868	0.968577376	0.72568733	0.754505151	0.774538504	0.775261929	0.607974107	0.705664525	0.838028959	2.462686543	0.715045099	0.563030406	0.781496382	0.589235336	0.456675332	0.412431541	0.530287633	0.565434706	0.678599925
tr|A0A096YJ60|A0A096YJ60_BURTA	Thymidylate kinase OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=tmk PE=3 SV=1	1.233026832	1.186203628	1.199926072	0.833232175	1.093552896	1.07250415	1.149832345	1.156616949	0.999621295	1.764616777	0.862253393	1.347439473	1.308895493	0.87455808	0.88824101	1.168378277	0.876537243	1.346110593	1.262077657	0.890779699
tr|A0A096YJ71|A0A096YJ71_BURTA	Pseudouridine synthase OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=DR63_3213 PE=3 SV=1	2.216937709	0.808108242	1.766808212	0.883105226	1.016007778	2.567497814	1.622816137	1.056880534	0.7187472	1.482997224	0.734853753	0.88524831	0.895286628	0.376700692	0.422050985	1.073938624	0.472272855	1.087488316	1.028611136	0.527543288
tr|A0A096YJ75|A0A096YJ75_BURTA	NADH-quinone oxidoreductase subunit C OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=nuoC PE=3 SV=1	0.641849314	1.234695702	0.716200243	1.36906874	1.461090283	0.704181699	0.690861348	1.391505367	1.023123205	0.90120234	0.890937777	0.759847517	0.560739324	0.94919301	0.922124273	0.512157283	0.772637173	0.493707146	0.536052813	0.929722153
tr|A0A096YJ77|A0A096YJ77_BURTA	Formate-dependent phosphoribosylglycinamide formyltransferase OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=purT PE=3 SV=1	0.513234572	1.258094698	0.665761477	1.049457663	0.929955455	0.817875899	1.482650729	0.69272713	0.915372669	1.236773928	1.841546187	0.681130505	2.448770505	1.129620546	0.982350482	1.401358177	0.847361688	1.723372545	1.164373576	1.231343998
tr|A0A096YJ84|A0A096YJ84_BURTA	Uncharacterized protein OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=DR63_1368 PE=4 SV=1	0.587444444	0.670798923	0.548887257	1.154549931	1.16975752	1.164349599	0.841856206	1.161805923	1.587200478	1.739046766	1.158978366	1.318977309	1.550929377	0.961497967	1.262342506	1.411405675	0.926711037	1.439084742	1.298767698	1.096461292
tr|A0A096YJ91|A0A096YJ91_BURTA	Uncharacterized protein OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=DR63_946 PE=4 SV=1	0.977185435	0.74374676	0.829374685	1.053380772	1.005854129	1.300204129	1.528356175	1.210355489	0.961992217	0.814498027	0.999085632	0.963109591	1.31112972	1.634540234	1.40518476	1.449811778	1.302657672	1.575459872	1.137574054	1.765564464
tr|A0A096YJA0|A0A096YJA0_BURTA	Protein translocase subunit SecA OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=secA PE=3 SV=1	0.938958376	1.054981407	0.917143613	1.245576567	1.080958447	1.200216661	0.989656688	0.988211154	0.963115859	0.855020966	1.0006661	0.818846124	0.942239128	0.956776058	0.966026031	0.973988508	0.942952623	1.00241872	1.046322117	1.029108636
tr|A0A096YJA3|A0A096YJA3_BURTA	Amidase family protein OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=DR63_717 PE=3 SV=1	1.489396014	0.778856078	1.442919266	0.588442701	0.842806382	1.539035971	1.493377041	0.721955734	1.187615023	1.853272457	1.412699903	1.770589928	1.744276749	1.283915478	1.352596952	2.143257417	1.397934229	1.608138334	2.023319546	1.715304334
tr|A0A096YJA8|A0A096YJA8_BURTA	SnoaL-like domain protein OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=DR63_2238 PE=4 SV=1	0	1.423336907	0.018735631	0.827565769	0.753593145	0.924649118	0.85765532	0.52235988	1.519316148	1.731696844	0.487396414	1.788491481	2.714294459	2.017157375	2.024916175	3.16443796	2.459464396	2.776818036	3.340042422	2.093570665
tr|A0A096YJB6|A0A096YJB6_BURTA	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=miaB PE=3 SV=1	1.57816189	1.671135148	1.803284425	1.453132249	1.55376704	1.412447252	1.224214376	1.601376979	0.657005751	0.65759402	0.47413193	0.710077865	0.561131886	0.317199229	0.250902835	0.50938356	0.233104551	0.597617318	0.64504894	0.275781198
tr|A0A096YJC4|A0A096YJC4_BURTA	Phosphoribosylformylglycinamidine cyclo-ligase OS=Burkholderia thailandensis (strain ATCC 700388 / DSM 13276 / CIP 106301 / E264) OX=271848 GN=purM PE=3 SV=1	1.416040586	1.717873398	1.630234644	1.748390128	1.172716233	1.026224924	1.093476668	1.079547466	0.896362664	0.745133974	0.715169941	0.681713822	0.73335109	0.765742083	0.789722483	0.755211154	0.706568196	0.751394559	0.768620892	0.733591747
